2023_7_21_236238;36892;16925;5. Urun;3.0
2023_7_21_175583;78242;78582;3. Urun;3.0
2023_7_21_175583;23965;12749;2. Urun;9.0
2023_7_21_175583;23965;42562;5. Urun;2.0
2023_7_21_745145;36892;46515;9. Urun;43.0
2023_7_21_350931;48525;32043;5. Urun;45.0
2023_7_21_322012;69018;81347;3. Urun;24.0
2023_7_21_322012;36892;43993;2. Urun;11.0
2023_7_21_322012;48525;27614;3. Urun;20.0
2023_7_21_322012;69018;56163;7. Urun;43.0
2023_7_21_322012;95837;40038;3. Urun;28.0
2023_7_21_680683;48525;66923;4. Urun;10.0
2023_7_21_680683;69731;22906;2. Urun;43.0
2023_7_21_680683;69731;69220;9. Urun;47.0
2023_7_21_680683;95837;62989;9. Urun;3.0
2023_7_21_680683;78242;22261;2. Urun;37.0
2023_7_21_719307;78242;22261;2. Urun;37.0
2023_7_21_845494;36892;22961;1. Urun;36.0
2023_7_21_845494;80997;89371;1. Urun;39.0
2023_7_21_845494;80997;87925;5. Urun;50.0
2023_7_21_845494;36892;64188;4. Urun;31.0
2023_7_21_850163;36892;43993;2. Urun;11.0
2023_7_21_850163;48525;99230;9. Urun;32.0
2023_7_21_850163;69018;85380;2. Urun;45.0
2023_7_21_576894;23965;42562;5. Urun;2.0
2023_7_21_576894;36892;98942;8. Urun;7.0
2023_7_21_916570;69018;85380;2. Urun;45.0
2023_7_21_916570;80997;49082;3. Urun;25.0
2023_7_21_916570;80997;89235;4. Urun;17.0
2023_7_21_868336;23965;27339;8. Urun;11.0
2023_7_21_272318;36892;43993;2. Urun;11.0
2023_7_21_272318;80997;89371;1. Urun;39.0
2023_7_21_272318;36892;64188;4. Urun;31.0
2023_7_21_272318;80997;49082;3. Urun;25.0
2023_7_21_272318;69018;56163;7. Urun;43.0
2023_7_21_291602;80997;87925;5. Urun;50.0
2023_7_21_291602;23965;80044;6. Urun;34.0
2023_7_21_291602;36892;64188;4. Urun;31.0
2023_7_21_291602;78242;29414;5. Urun;9.0
2023_7_21_291602;69731;70695;7. Urun;25.0
2023_7_21_291602;48525;37095;7. Urun;22.0
2023_7_21_291602;78242;59066;8. Urun;41.0
2023_7_21_648967;80997;87925;5. Urun;50.0
2023_7_21_648967;78242;78582;3. Urun;3.0
2023_7_21_648967;48525;37095;7. Urun;22.0
2023_7_21_648967;78242;18444;7. Urun;25.0
2023_7_21_648967;23965;27339;8. Urun;11.0
2023_7_21_648967;48525;57550;8. Urun;28.0
2023_7_21_548810;69731;91408;3. Urun;12.0
2023_7_21_548810;80997;41355;6. Urun;50.0
2023_7_21_548810;78242;18444;7. Urun;25.0
2023_7_21_548810;69018;86104;5. Urun;25.0
2023_7_21_548810;48525;82504;2. Urun;28.0
2023_7_21_548810;36892;43993;2. Urun;11.0
2023_7_21_548810;23965;12749;2. Urun;9.0
2023_7_21_548810;95837;14691;5. Urun;21.0
2023_7_21_828740;23965;80044;6. Urun;34.0
2023_7_21_828740;36892;46515;9. Urun;43.0
2023_7_21_828740;78242;13006;6. Urun;34.0
2023_7_21_828740;95837;45596;1. Urun;18.0
2023_7_21_828740;36892;51142;3. Urun;1.0
2023_7_21_252015;48525;99230;9. Urun;32.0
2023_7_21_252015;80997;89235;4. Urun;17.0
2023_7_21_252015;95837;62989;9. Urun;3.0
2023_7_21_252015;23965;38442;3. Urun;35.0
2023_7_21_910675;48525;38268;6. Urun;46.0
2023_7_21_910675;95837;40038;3. Urun;28.0
2023_7_21_117097;48525;66923;4. Urun;10.0
2023_7_21_645934;23965;27339;8. Urun;11.0
2023_7_21_645934;80997;77161;7. Urun;36.0
2023_7_21_406577;36892;51142;3. Urun;1.0
2023_7_21_406577;69731;69220;9. Urun;47.0
2023_7_21_406577;80997;89371;1. Urun;39.0
2023_7_21_406577;78242;13006;6. Urun;34.0
2023_7_21_406577;69018;85380;2. Urun;45.0
2023_7_21_501270;78242;18444;7. Urun;25.0
2023_7_21_501270;80997;55112;2. Urun;9.0
2023_7_21_501270;80997;77161;7. Urun;36.0
2023_7_21_428481;95837;62989;9. Urun;3.0
2023_7_21_428481;95837;45596;1. Urun;18.0
2023_7_21_428481;80997;49082;3. Urun;25.0
2023_7_21_428481;78242;18444;7. Urun;25.0
2023_7_21_428481;80997;89235;4. Urun;17.0
2023_7_21_428481;80997;71376;8. Urun;35.0
2023_7_21_428481;23965;38001;7. Urun;32.0
2023_7_21_428481;78242;59066;8. Urun;41.0
2023_7_21_428481;69018;68765;9. Urun;46.0
2023_7_21_248751;69731;22906;2. Urun;43.0
2023_7_21_248751;80997;87925;5. Urun;50.0
2023_7_21_248751;48525;37095;7. Urun;22.0
2023_7_21_248751;80997;71376;8. Urun;35.0
2023_7_21_248751;69018;56163;7. Urun;43.0
2023_7_21_248751;56477;73278;9. Urun;47.0
2023_7_21_248751;80997;89235;4. Urun;17.0
2023_7_21_248751;69018;63261;8. Urun;21.0
2023_7_21_248751;48525;44737;1. Urun;16.0
2023_7_21_174506;78242;22261;2. Urun;37.0
2023_7_21_174506;48525;99230;9. Urun;32.0
2023_7_21_174506;23965;80044;6. Urun;34.0
2023_7_21_174506;36892;46515;9. Urun;43.0
2023_7_21_174506;78242;29414;5. Urun;9.0
2023_7_21_174506;69731;69220;9. Urun;47.0
2023_7_21_174506;36892;51142;3. Urun;1.0
2023_7_21_174506;69731;22906;2. Urun;43.0
2023_7_21_948707;78242;22261;2. Urun;37.0
2023_7_21_962444;95837;99229;4. Urun;37.0
2023_7_21_742419;78242;18444;7. Urun;25.0
2023_7_21_742419;36892;43993;2. Urun;11.0
2023_7_21_742419;69018;85380;2. Urun;45.0
2023_7_21_742419;36892;46515;9. Urun;43.0
2023_7_21_742419;36892;64188;4. Urun;31.0
2023_7_21_742419;23965;27339;8. Urun;11.0
2023_7_21_742419;69018;56163;7. Urun;43.0
2023_7_21_941687;48525;66923;4. Urun;10.0
2023_7_21_941687;78242;23778;9. Urun;50.0
2023_7_21_941687;36892;51142;3. Urun;1.0
2023_7_21_941687;36892;64188;4. Urun;31.0
2023_7_21_941687;48525;82504;2. Urun;28.0
2023_7_21_941687;78242;78582;3. Urun;3.0
2023_7_21_656027;78242;18444;7. Urun;25.0
2023_7_21_656027;48525;44737;1. Urun;16.0
2023_7_21_656027;95837;85810;6. Urun;27.0
2023_7_21_656027;23965;38001;7. Urun;32.0
2023_7_21_656027;36892;51142;3. Urun;1.0
2023_7_21_215484;78242;18444;7. Urun;25.0
2023_7_21_215484;48525;99230;9. Urun;32.0
2023_7_21_215484;78242;78582;3. Urun;3.0
2023_7_21_215484;36892;51142;3. Urun;1.0
2023_7_21_215484;80997;77161;7. Urun;36.0
2023_7_21_215484;48525;57550;8. Urun;28.0
2023_7_21_488885;78242;59066;8. Urun;41.0
2023_7_21_488885;48525;32043;5. Urun;45.0
2023_7_21_824958;80997;55112;2. Urun;9.0
2023_7_21_824958;36892;68444;7. Urun;17.0
2023_7_21_541840;48525;66923;4. Urun;10.0
2023_7_21_541840;36892;16925;5. Urun;3.0
2023_7_21_541840;80997;89235;4. Urun;17.0
2023_7_21_541840;36892;51142;3. Urun;1.0
2023_7_21_541840;80997;87925;5. Urun;50.0
2023_7_21_541840;48525;99230;9. Urun;32.0
2023_7_21_541840;78242;29414;5. Urun;9.0
2023_7_21_541840;78242;22261;2. Urun;37.0
2023_7_21_305605;69731;69220;9. Urun;47.0
2023_7_21_305605;80997;27004;9. Urun;17.0
2023_7_21_305605;69018;45466;1. Urun;46.0
2023_7_21_305605;69018;79299;6. Urun;33.0
2023_7_21_305605;80997;55112;2. Urun;9.0
2023_7_21_577819;36892;64188;4. Urun;31.0
2023_7_21_577819;23965;12749;2. Urun;9.0
2023_7_21_577819;78242;22261;2. Urun;37.0
2023_7_21_577819;69731;80087;1. Urun;22.0
2023_7_21_577819;80997;77161;7. Urun;36.0
2023_7_21_577819;23965;83198;1. Urun;20.0
2023_7_21_966128;23965;26228;9. Urun;38.0
2023_7_21_966128;48525;44737;1. Urun;16.0
2023_7_21_966128;23965;12749;2. Urun;9.0
2023_7_21_966128;69731;69220;9. Urun;47.0
2023_7_21_966128;78242;22261;2. Urun;37.0
2023_7_21_966128;48525;38268;6. Urun;46.0
2023_7_21_966128;95837;62989;9. Urun;3.0
2023_7_21_279027;69018;86104;5. Urun;25.0
2023_7_21_279027;36892;43993;2. Urun;11.0
2023_7_21_279027;69731;80087;1. Urun;22.0
2023_7_21_279027;48525;32043;5. Urun;45.0
2023_7_21_279027;56477;21854;4. Urun;35.0
2023_7_21_279027;69731;70695;7. Urun;25.0
2023_7_21_279027;69018;79299;6. Urun;33.0
2023_7_21_279027;69018;56163;7. Urun;43.0
2023_7_21_445184;23965;38001;7. Urun;32.0
2023_7_21_445184;36892;64188;4. Urun;31.0
2023_7_21_516658;36892;43993;2. Urun;11.0
2023_7_21_516658;36892;51142;3. Urun;1.0
2023_7_21_516658;80997;55112;2. Urun;9.0
2023_7_21_516658;69731;22906;2. Urun;43.0
2023_7_21_516658;48525;82504;2. Urun;28.0
2023_7_21_132055;36892;43993;2. Urun;11.0
2023_7_21_379241;48525;32043;5. Urun;45.0
2023_7_21_379241;69731;69220;9. Urun;47.0
2023_7_21_983837;48525;99230;9. Urun;32.0
2023_7_21_983837;48525;38268;6. Urun;46.0
2023_7_21_983837;80997;89235;4. Urun;17.0
2023_7_21_864507;36892;16925;5. Urun;3.0
2023_7_21_864507;69018;56163;7. Urun;43.0
2023_7_21_864507;69018;68765;9. Urun;46.0
2023_7_21_864507;80997;55112;2. Urun;9.0
2023_7_21_864507;80997;89371;1. Urun;39.0
2023_7_21_864507;23965;80044;6. Urun;34.0
2023_7_21_864507;56477;82781;1. Urun;23.0
2023_7_21_864507;48525;82504;2. Urun;28.0
2023_7_21_681665;69018;79299;6. Urun;33.0
2023_7_21_681665;95837;45596;1. Urun;18.0
2023_7_21_681665;48525;44737;1. Urun;16.0
2023_7_21_142576;95837;62989;9. Urun;3.0
2023_7_21_165409;36892;16925;5. Urun;3.0
2023_7_21_165409;78242;59066;8. Urun;41.0
2023_7_21_165409;48525;37095;7. Urun;22.0
2023_7_21_165409;23965;38442;3. Urun;35.0
2023_7_21_657528;69018;68765;9. Urun;46.0
2023_7_21_657528;48525;32043;5. Urun;45.0
2023_7_21_657528;78242;29414;5. Urun;9.0
2023_7_21_657528;36892;43993;2. Urun;11.0
2023_7_21_657528;48525;44737;1. Urun;16.0
2023_7_21_657528;95837;82543;2. Urun;47.0
2023_7_21_657528;69018;56163;7. Urun;43.0
2023_7_21_536209;36892;64188;4. Urun;31.0
2023_7_21_536209;36892;46515;9. Urun;43.0
2023_7_21_536209;69018;56163;7. Urun;43.0
2023_7_21_536209;95837;62989;9. Urun;3.0
2023_7_21_536209;69731;30322;8. Urun;47.0
2023_7_21_536209;78242;78582;3. Urun;3.0
2023_7_21_536209;69731;69220;9. Urun;47.0
2023_7_21_801703;48525;37095;7. Urun;22.0
2023_7_21_801703;95837;85810;6. Urun;27.0
2023_7_21_603801;56477;15707;2. Urun;35.0
2023_7_21_603801;80997;87925;5. Urun;50.0
2023_7_21_603801;48525;82504;2. Urun;28.0
2023_7_21_603801;36892;64188;4. Urun;31.0
2023_7_21_603801;80997;89235;4. Urun;17.0
2023_7_21_603801;48525;32043;5. Urun;45.0
2023_7_21_603801;80997;71376;8. Urun;35.0
2023_7_21_472018;23965;80044;6. Urun;34.0
2023_7_21_472018;36892;46515;9. Urun;43.0
2023_7_21_472018;78242;18444;7. Urun;25.0
2023_7_21_949151;69018;63261;8. Urun;21.0
2023_7_21_949151;23965;80044;6. Urun;34.0
2023_7_21_949151;78242;23778;9. Urun;50.0
2023_7_21_949151;36892;46515;9. Urun;43.0
2023_7_21_136704;36892;64188;4. Urun;31.0
2023_7_21_136704;36892;51142;3. Urun;1.0
2023_7_21_208709;48525;66923;4. Urun;10.0
2023_7_21_208709;69018;81347;3. Urun;24.0
2023_7_21_208709;80997;49082;3. Urun;25.0
2023_7_21_208709;80997;27004;9. Urun;17.0
2023_7_21_208709;78242;59066;8. Urun;41.0
2023_7_21_208709;78242;18444;7. Urun;25.0
2023_7_21_129515;36892;64188;4. Urun;31.0
2023_7_21_129515;23965;12749;2. Urun;9.0
2023_7_21_129515;80997;89235;4. Urun;17.0
2023_7_21_129515;95837;62989;9. Urun;3.0
2023_7_21_129515;48525;44737;1. Urun;16.0
2023_7_21_129515;36892;68444;7. Urun;17.0
2023_7_21_129515;36892;16925;5. Urun;3.0
2023_7_21_140154;80997;55112;2. Urun;9.0
2023_7_21_140154;36892;43993;2. Urun;11.0
2023_7_21_345019;36892;64188;4. Urun;31.0
2023_7_21_345019;36892;98942;8. Urun;7.0
2023_7_21_345019;95837;40038;3. Urun;28.0
2023_7_21_345019;48525;82504;2. Urun;28.0
2023_7_21_345019;80997;55112;2. Urun;9.0
2023_7_21_345019;69731;22906;2. Urun;43.0
2023_7_21_154012;69018;81347;3. Urun;24.0
2023_7_21_154012;95837;62989;9. Urun;3.0
2023_7_21_154012;48525;66923;4. Urun;10.0
2023_7_21_154012;69731;70695;7. Urun;25.0
2023_7_21_154012;23965;38001;7. Urun;32.0
2023_7_21_154012;36892;46515;9. Urun;43.0
2023_7_21_698557;95837;62989;9. Urun;3.0
2023_7_21_698557;48525;37095;7. Urun;22.0
2023_7_21_698557;78242;22261;2. Urun;37.0
2023_7_21_481377;23965;80044;6. Urun;34.0
2023_7_21_481377;36892;98942;8. Urun;7.0
2023_7_21_481377;36892;64188;4. Urun;31.0
2023_7_21_481377;36892;68444;7. Urun;17.0
2023_7_21_481377;48525;27614;3. Urun;20.0
2023_7_21_142640;23965;83198;1. Urun;20.0
2023_7_21_142640;80997;89235;4. Urun;17.0
2023_7_21_142640;36892;51142;3. Urun;1.0
2023_7_21_142640;23965;80044;6. Urun;34.0
2023_7_21_648348;69731;22906;2. Urun;43.0
2023_7_21_648348;69731;70695;7. Urun;25.0
2023_7_21_648348;36892;46515;9. Urun;43.0
2023_7_21_648348;80997;77161;7. Urun;36.0
2023_7_21_128998;36892;43993;2. Urun;11.0
2023_7_21_128998;48525;37095;7. Urun;22.0
2023_7_21_128998;23965;36164;4. Urun;29.0
2023_7_21_128998;48525;66923;4. Urun;10.0
2023_7_21_128998;78242;22261;2. Urun;37.0
2023_7_21_864949;69018;45466;1. Urun;46.0
2023_7_21_864949;48525;44737;1. Urun;16.0
2023_7_21_864949;48525;99230;9. Urun;32.0
2023_7_21_864949;23965;80044;6. Urun;34.0
2023_7_21_864949;36892;43993;2. Urun;11.0
2023_7_21_864949;78242;78582;3. Urun;3.0
2023_7_21_864949;23965;38442;3. Urun;35.0
2023_7_21_608838;23965;26228;9. Urun;38.0
2023_7_21_608838;95837;40038;3. Urun;28.0
2023_7_21_608838;80997;89235;4. Urun;17.0
2023_7_21_608838;78242;59066;8. Urun;41.0
2023_7_21_608838;80997;55112;2. Urun;9.0
2023_7_21_608838;23965;27339;8. Urun;11.0
2023_7_21_570451;23965;42562;5. Urun;2.0
2023_7_21_570451;69731;91408;3. Urun;12.0
2023_7_21_570451;36892;43993;2. Urun;11.0
2023_7_21_570451;69018;63261;8. Urun;21.0
2023_7_21_570451;69018;86104;5. Urun;25.0
2023_7_21_927862;36892;46515;9. Urun;43.0
2023_7_21_927862;36892;22961;1. Urun;36.0
2023_7_21_927862;69018;63261;8. Urun;21.0
2023_7_21_927862;78242;22816;4. Urun;8.0
2023_7_21_100163;78242;18444;7. Urun;25.0
2023_7_21_100163;36892;68444;7. Urun;17.0
2023_7_21_100163;80997;71376;8. Urun;35.0
2023_7_21_100163;48525;99230;9. Urun;32.0
2023_7_21_100163;23965;83198;1. Urun;20.0
2023_7_21_100163;80997;49082;3. Urun;25.0
2023_7_21_100163;95837;85810;6. Urun;27.0
2023_7_21_499129;80997;41355;6. Urun;50.0
2023_7_21_499129;36892;39679;6. Urun;41.0
2023_7_21_499129;23965;38442;3. Urun;35.0
2023_7_21_499129;36892;46515;9. Urun;43.0
2023_7_21_662339;78242;59066;8. Urun;41.0
2023_7_21_662339;69731;91408;3. Urun;12.0
2023_7_21_662339;80997;89235;4. Urun;17.0
2023_7_21_760931;23965;38442;3. Urun;35.0
2023_7_21_760931;23965;80044;6. Urun;34.0
2023_7_21_760931;80997;89235;4. Urun;17.0
2023_7_21_760931;48525;44737;1. Urun;16.0
2023_7_21_760931;69731;69220;9. Urun;47.0
2023_7_21_760931;48525;27614;3. Urun;20.0
2023_7_21_961266;80997;89235;4. Urun;17.0
2023_7_21_961266;69018;85380;2. Urun;45.0
2023_7_21_221349;80997;55112;2. Urun;9.0
2023_7_21_221349;48525;66923;4. Urun;10.0
2023_7_21_221349;80997;89235;4. Urun;17.0
2023_7_21_221349;36892;51142;3. Urun;1.0
2023_7_21_221349;36892;68444;7. Urun;17.0
2023_7_21_221349;36892;43993;2. Urun;11.0
2023_7_21_835197;69018;85380;2. Urun;45.0
2023_7_21_835197;36892;46515;9. Urun;43.0
2023_7_21_835197;48525;99230;9. Urun;32.0
2023_7_21_835197;69731;70695;7. Urun;25.0
2023_7_21_835197;95837;45596;1. Urun;18.0
2023_7_21_286299;80997;89235;4. Urun;17.0
2023_7_21_286299;48525;99230;9. Urun;32.0
2023_7_21_286299;69731;20269;4. Urun;3.0
2023_7_21_286299;23965;12749;2. Urun;9.0
2023_7_21_634447;48525;37095;7. Urun;22.0
2023_7_21_634447;69018;86104;5. Urun;25.0
2023_7_21_634447;23965;80044;6. Urun;34.0
2023_7_21_634447;36892;68444;7. Urun;17.0
2023_7_21_634447;69018;81347;3. Urun;24.0
2023_7_21_448037;80997;87925;5. Urun;50.0
2023_7_21_448037;23965;27339;8. Urun;11.0
2023_7_21_728659;48525;82504;2. Urun;28.0
2023_7_21_728659;69731;70695;7. Urun;25.0
2023_7_21_728659;36892;64188;4. Urun;31.0
2023_7_21_728659;69731;20269;4. Urun;3.0
2023_7_21_728659;36892;43993;2. Urun;11.0
2023_7_21_187908;80997;55112;2. Urun;9.0
2023_7_21_123854;23965;83198;1. Urun;20.0
2023_7_21_123854;95837;45596;1. Urun;18.0
2023_7_21_123854;36892;51142;3. Urun;1.0
2023_7_21_464230;36892;51142;3. Urun;1.0
2023_7_21_464230;80997;89371;1. Urun;39.0
2023_7_21_464230;80997;55112;2. Urun;9.0
2023_7_21_464230;80997;49082;3. Urun;25.0
2023_7_21_464230;69731;70695;7. Urun;25.0
2023_7_21_464230;36892;43993;2. Urun;11.0
2023_7_21_464230;69018;45466;1. Urun;46.0
2023_7_21_454271;95837;62989;9. Urun;3.0
2023_7_21_454271;69018;86104;5. Urun;25.0
2023_7_21_454271;80997;89235;4. Urun;17.0
2023_7_21_454271;78242;78582;3. Urun;3.0
2023_7_21_454271;69018;81347;3. Urun;24.0
2023_7_21_454271;56477;82781;1. Urun;23.0
2023_7_21_454271;69018;79299;6. Urun;33.0
2023_7_21_454271;78242;13006;6. Urun;34.0
2023_7_21_454271;36892;46515;9. Urun;43.0
2023_7_21_245664;48525;37095;7. Urun;22.0
2023_7_21_245664;80997;89235;4. Urun;17.0
2023_7_21_245664;69731;22906;2. Urun;43.0
2023_7_21_422884;69731;48309;5. Urun;40.0
2023_7_21_422884;36892;46515;9. Urun;43.0
2023_7_21_422884;36892;43993;2. Urun;11.0
2023_7_21_422884;48525;44737;1. Urun;16.0
2023_7_21_422884;69018;86104;5. Urun;25.0
2023_7_21_422884;78242;59066;8. Urun;41.0
2023_7_21_218331;69731;20269;4. Urun;3.0
2023_7_21_218331;36892;46515;9. Urun;43.0
2023_7_21_218331;78242;29414;5. Urun;9.0
2023_7_21_218331;78242;18444;7. Urun;25.0
2023_7_21_218331;48525;37095;7. Urun;22.0
2023_7_21_218331;78242;78582;3. Urun;3.0
2023_7_21_774047;80997;89235;4. Urun;17.0
2023_7_21_774047;95837;40038;3. Urun;28.0
2023_7_21_829063;23965;38442;3. Urun;35.0
2023_7_21_829063;78242;29414;5. Urun;9.0
2023_7_21_829063;23965;42562;5. Urun;2.0
2023_7_21_829063;36892;43993;2. Urun;11.0
2023_7_21_700012;36892;64188;4. Urun;31.0
2023_7_21_700012;69018;86104;5. Urun;25.0
2023_7_21_351961;69018;56163;7. Urun;43.0
2023_7_21_351961;95837;33629;7. Urun;2.0
2023_7_21_351961;23965;42562;5. Urun;2.0
2023_7_21_210561;23965;27339;8. Urun;11.0
2023_7_21_210561;23965;12749;2. Urun;9.0
2023_7_21_210561;69731;91408;3. Urun;12.0
2023_7_21_210561;78242;78582;3. Urun;3.0
2023_7_21_849501;69731;70695;7. Urun;25.0
2023_7_21_849501;80997;77161;7. Urun;36.0
2023_7_21_849501;23965;80044;6. Urun;34.0
2023_7_21_849501;69018;56163;7. Urun;43.0
2023_7_21_849501;80997;55112;2. Urun;9.0
2023_7_21_849501;69731;48309;5. Urun;40.0
2023_7_21_849501;36892;46515;9. Urun;43.0
2023_7_21_430218;95837;40038;3. Urun;28.0
2023_7_21_430218;78242;22816;4. Urun;8.0
2023_7_21_512847;36892;51142;3. Urun;1.0
2023_7_21_233430;78242;29414;5. Urun;9.0
2023_7_21_233430;36892;68444;7. Urun;17.0
2023_7_21_233430;80997;55112;2. Urun;9.0
2023_7_21_233430;69731;91408;3. Urun;12.0
2023_7_21_233430;36892;43993;2. Urun;11.0
2023_7_21_233430;78242;18444;7. Urun;25.0
2023_7_21_485743;23965;42562;5. Urun;2.0
2023_7_21_485743;36892;46515;9. Urun;43.0
2023_7_21_485743;48525;37095;7. Urun;22.0
2023_7_21_485743;48525;32043;5. Urun;45.0
2023_7_21_485743;95837;23361;8. Urun;40.0
2023_7_21_485743;78242;78582;3. Urun;3.0
2023_7_21_547914;80997;89235;4. Urun;17.0
2023_7_21_427146;23965;80044;6. Urun;34.0
2023_7_21_427146;36892;46515;9. Urun;43.0
2023_7_21_427146;36892;51142;3. Urun;1.0
2023_7_21_427146;23965;26228;9. Urun;38.0
2023_7_21_873828;48525;32043;5. Urun;45.0
2023_7_21_873828;36892;68444;7. Urun;17.0
2023_7_21_758574;36892;64188;4. Urun;31.0
2023_7_21_758574;80997;27004;9. Urun;17.0
2023_7_21_451514;23965;27339;8. Urun;11.0
2023_7_21_451514;36892;16925;5. Urun;3.0
2023_7_21_451514;36892;68444;7. Urun;17.0
2023_7_21_485586;23965;38442;3. Urun;35.0
2023_7_21_485586;78242;22261;2. Urun;37.0
2023_7_21_485586;95837;99229;4. Urun;37.0
2023_7_21_485586;80997;89235;4. Urun;17.0
2023_7_21_485586;95837;23361;8. Urun;40.0
2023_7_21_485586;36892;46515;9. Urun;43.0
2023_7_21_268226;36892;46515;9. Urun;43.0
2023_7_21_268226;69731;22906;2. Urun;43.0
2023_7_21_572244;36892;64188;4. Urun;31.0
2023_7_21_572244;48525;27614;3. Urun;20.0
2023_7_21_572244;56477;56053;6. Urun;3.0
2023_7_21_572244;69018;79299;6. Urun;33.0
2023_7_21_572244;48525;57550;8. Urun;28.0
2023_7_21_144071;69731;20269;4. Urun;3.0
2023_7_21_144071;95837;45596;1. Urun;18.0
2023_7_21_144071;48525;99230;9. Urun;32.0
2023_7_21_144071;69018;85380;2. Urun;45.0
2023_7_21_144071;23965;42562;5. Urun;2.0
2023_7_21_773901;80997;55112;2. Urun;9.0
2023_7_21_773901;69018;85380;2. Urun;45.0
2023_7_21_773901;23965;38442;3. Urun;35.0
2023_7_21_773901;56477;21854;4. Urun;35.0
2023_7_21_773901;48525;99230;9. Urun;32.0
2023_7_21_773901;36892;64188;4. Urun;31.0
2023_7_21_239757;48525;44737;1. Urun;16.0
2023_7_21_239757;48525;57550;8. Urun;28.0
2023_7_21_239757;48525;66923;4. Urun;10.0
2023_7_21_239757;23965;26228;9. Urun;38.0
2023_7_21_239757;80997;89235;4. Urun;17.0
2023_7_21_165272;78242;22261;2. Urun;37.0
2023_7_21_165272;80997;27004;9. Urun;17.0
2023_7_21_165272;80997;41355;6. Urun;50.0
2023_7_21_216784;36892;64188;4. Urun;31.0
2023_7_21_216784;23965;42562;5. Urun;2.0
2023_7_21_216784;80997;49082;3. Urun;25.0
2023_7_21_263893;36892;16925;5. Urun;3.0
2023_7_21_263893;36892;39679;6. Urun;41.0
2023_7_21_263893;80997;49082;3. Urun;25.0
2023_7_21_263893;23965;27339;8. Urun;11.0
2023_7_21_263893;23965;42562;5. Urun;2.0
2023_7_21_263893;69731;69220;9. Urun;47.0
2023_7_21_396885;80997;89371;1. Urun;39.0
2023_7_21_318446;69731;69220;9. Urun;47.0
2023_7_21_318446;80997;87925;5. Urun;50.0
2023_7_21_318446;78242;29414;5. Urun;9.0
2023_7_21_318446;48525;44737;1. Urun;16.0
2023_7_21_318446;23965;27339;8. Urun;11.0
2023_7_21_318446;95837;23361;8. Urun;40.0
2023_7_21_318446;23965;12749;2. Urun;9.0
2023_7_21_318446;69018;45466;1. Urun;46.0
2023_7_21_126628;80997;27004;9. Urun;17.0
2023_7_21_126628;36892;46515;9. Urun;43.0
2023_7_21_686912;48525;57550;8. Urun;28.0
2023_7_21_259605;48525;57550;8. Urun;28.0
2023_7_21_259605;69731;70695;7. Urun;25.0
2023_7_21_259605;69731;22906;2. Urun;43.0
2023_7_21_259605;80997;77161;7. Urun;36.0
2023_7_21_259605;69018;45466;1. Urun;46.0
2023_7_21_259605;23965;12749;2. Urun;9.0
2023_7_21_259605;23965;42562;5. Urun;2.0
2023_7_21_698825;36892;98942;8. Urun;7.0
2023_7_21_698825;95837;99229;4. Urun;37.0
2023_7_21_740038;78242;78582;3. Urun;3.0
2023_7_21_740038;48525;66923;4. Urun;10.0
2023_7_21_740038;48525;44737;1. Urun;16.0
2023_7_21_740038;80997;89235;4. Urun;17.0
2023_7_21_848963;95837;45596;1. Urun;18.0
2023_7_21_848963;78242;78582;3. Urun;3.0
2023_7_21_848963;80997;87925;5. Urun;50.0
2023_7_21_848963;78242;59066;8. Urun;41.0
2023_7_21_848963;36892;64188;4. Urun;31.0
2023_7_21_848963;48525;66923;4. Urun;10.0
2023_7_21_131934;23965;83198;1. Urun;20.0
2023_7_21_131934;80997;77161;7. Urun;36.0
2023_7_21_131934;36892;68444;7. Urun;17.0
2023_7_21_131934;23965;80044;6. Urun;34.0
2023_7_21_131934;48525;82504;2. Urun;28.0
2023_7_21_710533;80997;55112;2. Urun;9.0
2023_7_21_710533;48525;37095;7. Urun;22.0
2023_7_21_710533;69018;86104;5. Urun;25.0
2023_7_21_710533;48525;32043;5. Urun;45.0
2023_7_21_710533;23965;80044;6. Urun;34.0
2023_7_21_499768;69731;69220;9. Urun;47.0
2023_7_21_499768;78242;18444;7. Urun;25.0
2023_7_21_499768;78242;78582;3. Urun;3.0
2023_7_21_967779;48525;99230;9. Urun;32.0
2023_7_21_967779;69018;77020;4. Urun;22.0
2023_7_21_967779;48525;38268;6. Urun;46.0
2023_7_21_967779;36892;64188;4. Urun;31.0
2023_7_21_967779;78242;78582;3. Urun;3.0
2023_7_21_582656;48525;32043;5. Urun;45.0
2023_7_21_582656;48525;44737;1. Urun;16.0
2023_7_21_582656;48525;66923;4. Urun;10.0
2023_7_21_945365;95837;62989;9. Urun;3.0
2023_7_21_945365;69731;91408;3. Urun;12.0
2023_7_21_945365;36892;22961;1. Urun;36.0
2023_7_21_389540;78242;29414;5. Urun;9.0
2023_7_21_389540;23965;42562;5. Urun;2.0
2023_7_21_389540;23965;80044;6. Urun;34.0
2023_7_21_215342;69018;63261;8. Urun;21.0
2023_7_21_215342;48525;44737;1. Urun;16.0
2023_7_21_215342;95837;62989;9. Urun;3.0
2023_7_21_275370;23965;12749;2. Urun;9.0
2023_7_21_275370;36892;51142;3. Urun;1.0
2023_7_21_275370;23965;80044;6. Urun;34.0
2023_7_21_275370;48525;99230;9. Urun;32.0
